Type,Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,EL-Tank2,SoC,Leistung,Reichweite Elektroautos
PV-Anlage,23.02.2024 14:00:00,9.21,1287,9.04,0.06,0.11,1912.35,1393.69,69.69,13,898,71,47.34,84.99
PV-Anlage,23.02.2024 15:00:00,27.37,1288,8.07,1.37,17.93,789.93,461.06,67.64,63,255,43,1982.8,123.28
PV-Anlage,23.02.2024 16:00:00,50.43,1289,16.84,9.14,24.45,1572.93,3360.87,80.84,0,535,81,-1871.52,123.05
PV-Anlage,23.02.2024 17:00:00,23.11,1290,2.29,17.99,2.83,750.17,1356.7,59.29,50,443,1,419.99,285.73
PV-Anlage,23.02.2024 18:00:00,46.32,1291,2.74,7.51,36.07,1536.99,1862.95,73.15,38,499,14,-1171.13,463.56
PV-Anlage,23.02.2024 19:00:00,99.2,1292,4.27,27.49,67.44,1479.36,3133.29,27.67,13,698,12,-625.99,413.87
PV-Anlage,23.02.2024 20:00:00,31.43,1293,9.31,9.39,12.73,719.63,2163.46,91.61,42,147,100,-608.48,118.69
PV-Anlage,23.02.2024 21:00:00,91.05,1294,78.62,6.91,5.52,478.68,1894.07,11.11,20,24,72,1840.31,383.86
PV-Anlage,23.02.2024 22:00:00,82.27,1295,52.31,8.48,21.48,1749.35,3839.82,50.06,16,63,22,-257.22,222.43
PV-Anlage,23.02.2024 23:00:00,53.09,1296,28.69,2.85,21.55,1014.48,2490.64,52.54,33,187,71,-1041.89,442.97
PV-Anlage,24.02.2024 00:00:00,47.95,1297,2.05,41.57,4.33,391.06,1574.1,34.74,41,910,47,478.79,224.26
PV-Anlage,24.02.2024 01:00:00,43.92,1298,39.86,0.32,3.74,1811.63,675.07,71.85,80,561,12,552.19,297.87
PV-Anlage,24.02.2024 02:00:00,2.36,1299,0.56,0.42,1.38,1555.71,1668.32,75.16,54,882,70,-761.7,169.77
PV-Anlage,24.02.2024 03:00:00,15.92,1300,8.93,1.5,5.49,1527.49,1953.25,41.39,94,622,83,-1858.13,194.28
PV-Anlage,24.02.2024 04:00:00,50.65,1301,41.16,7.54,1.95,877.81,3982.05,43.3,95,489,2,-1345.26,351.06
PV-Anlage,24.02.2024 05:00:00,77.41,1302,33.39,21.16,22.86,1309.62,730.24,1.35,44,153,73,-1366.12,187.59
PV-Anlage,24.02.2024 06:00:00,76.76,1303,57.47,16.68,2.61,1991.38,2735.21,9.16,56,992,98,1197.72,363.99
PV-Anlage,24.02.2024 07:00:00,21.68,1304,0.02,6.81,14.85,88.04,3225.42,69.01,2,371,35,-872.99,444.52
PV-Anlage,24.02.2024 08:00:00,46.68,1305,32.13,8.51,6.04,1287.69,153.76,75.03,95,301,76,-418.07,74.98
PV-Anlage,24.02.2024 09:00:00,56.83,1306,32.4,16.11,8.32,508.71,2190.88,83.63,4,8,47,1141.18,185.11
PV-Anlage,24.02.2024 10:00:00,37.62,1307,36.3,0.43,0.89,1364.23,985.84,69.5,57,912,71,33.43,300.22
PV-Anlage,24.02.2024 11:00:00,1.27,1308,0.33,0.41,0.53,135.63,3047.7,39.31,100,306,2,-1063.68,202.58
PV-Anlage,24.02.2024 12:00:00,52.99,1309,34.01,5.42,13.56,1985.87,2841.05,50.7,48,875,73,479.86,276.75
PV-Anlage,24.02.2024 13:00:00,72.12,1310,12.05,43.27,16.8,212.88,947.08,7.88,15,911,77,-462.98,346.23
PV-Anlage,24.02.2024 14:00:00,18.21,1311,6.9,3.4,7.91,1202.57,2073.4,44.65,77,890,8,610.29,245.16
PV-Anlage,24.02.2024 15:00:00,51.82,1312,23.86,10.68,17.28,751.37,197.57,97.95,57,345,15,1582.57,53.68
PV-Anlage,24.02.2024 16:00:00,6.97,1313,3.03,2.3,1.64,1422.8,2698.88,4.83,87,116,42,649.48,216.64
PV-Anlage,24.02.2024 17:00:00,12.24,1314,1.87,4.4,5.97,1248.77,841.13,37.29,59,379,57,883.26,98.03
PV-Anlage,24.02.2024 18:00:00,79.19,1315,37.05,19.12,23.02,1873.15,510.65,94.7,78,186,56,-1199.21,464.38
PV-Anlage,24.02.2024 19:00:00,7.5,1316,4.42,0.46,2.62,989.23,762.09,5.98,34,402,50,-1326.01,206.09
PV-Anlage,24.02.2024 20:00:00,83.89,1317,3.2,67.36,13.33,1358.12,2637.32,3.14,11,238,19,-551.93,287.48
PV-Anlage,24.02.2024 21:00:00,89.2,1318,10.02,36.8,42.38,1636.24,2189.69,24.2,41,46,17,665.11,153.29
PV-Anlage,24.02.2024 22:00:00,7.69,1319,5.38,0.94,1.37,1776.11,896.53,46.48,47,322,40,982.11,125.64
PV-Anlage,24.02.2024 23:00:00,93.21,1320,16.29,18.09,58.83,1676.22,328.26,97.06,62,69,25,1071.31,410.78
PV-Anlage,25.02.2024 00:00:00,84.77,1321,24.43,50.71,9.63,1362.03,3527.43,8.77,58,136,83,1060.96,478.23
PV-Anlage,25.02.2024 01:00:00,67.15,1322,22.04,31.68,13.43,585.99,1884.2,24.55,90,251,2,1407.52,257.99
PV-Anlage,25.02.2024 02:00:00,78.78,1323,30.78,21.19,26.81,631.69,2676.98,30.18,88,77,54,795.22,455.78
PV-Anlage,25.02.2024 03:00:00,66.21,1324,1.15,50.45,14.61,395.78,827.57,0.47,66,199,80,144.14,200.64
PV-Anlage,25.02.2024 04:00:00,92.61,1325,27.29,1.51,63.81,962.04,1780.36,89.68,43,621,67,75.23,486.4
PV-Anlage,25.02.2024 05:00:00,50.69,1326,34.53,7.54,8.62,1818.25,3863.21,81.56,77,506,31,-168.18,172.21
PV-Anlage,25.02.2024 06:00:00,43.48,1327,8.19,7.98,27.31,107.3,3101.92,92.16,62,975,15,1548.12,82.09
PV-Anlage,25.02.2024 07:00:00,25.9,1328,10.09,4.38,11.43,439.38,667.04,11.77,36,75,12,1164.12,241.01
PV-Anlage,25.02.2024 08:00:00,84.76,1329,70.51,11.88,2.37,1676.92,1697.02,25.86,16,179,5,463.57,475.04
PV-Anlage,25.02.2024 09:00:00,57.53,1330,6.55,6.49,44.49,160.16,2332.87,92.88,5,113,90,-119.94,92.3
PV-Anlage,25.02.2024 10:00:00,88.63,1331,5.39,3.65,79.59,414.39,3872.34,25.59,13,432,67,1219.13,64.8
PV-Anlage,25.02.2024 11:00:00,53.65,1332,50.53,1.05,2.07,1829.95,2127.88,87.75,93,411,48,-225.72,54.82
PV-Anlage,25.02.2024 12:00:00,32.92,1333,20.89,2.12,9.91,841.0,835.78,10.28,34,632,71,1894.17,310.61
PV-Anlage,25.02.2024 13:00:00,64.9,1334,43.35,18.53,3.02,618.34,266.27,24.25,31,91,7,1295.69,219.87
PV-Anlage,25.02.2024 14:00:00,27.83,1335,10.92,11.44,5.47,1288.62,153.23,33.11,66,91,88,-1384.69,119.69
PV-Anlage,25.02.2024 15:00:00,1.12,1336,0.06,0.9,0.16,425.01,3296.26,99.34,71,502,21,-952.85,346.41
PV-Anlage,25.02.2024 16:00:00,37.04,1337,18.51,5.2,13.33,1138.7,3546.25,18.8,49,833,36,1035.29,352.84
PV-Anlage,25.02.2024 17:00:00,84.1,1338,5.73,34.03,44.34,1813.2,938.48,78.29,58,715,70,974.06,453.69
PV-Anlage,25.02.2024 18:00:00,54.06,1339,4.51,30.37,19.18,1386.04,2112.92,9.57,100,993,62,1389.8,212.8
PV-Anlage,25.02.2024 19:00:00,59.86,1340,5.29,48.15,6.42,1375.35,3449.18,98.09,41,63,29,1475.29,448.03
PV-Anlage,25.02.2024 20:00:00,6.38,1341,5.76,0.4,0.22,674.53,2090.91,4.34,51,794,24,-907.93,166.27
PV-Anlage,25.02.2024 21:00:00,39.66,1342,16.13,23.34,0.19,1631.56,2532.01,57.45,65,642,4,1991.91,103.9
PV-Anlage,25.02.2024 22:00:00,60.53,1343,11.0,4.11,45.42,1351.27,3189.83,6.6,50,569,69,1002.26,209.4
PV-Anlage,25.02.2024 23:00:00,10.67,1344,10.11,0.2,0.36,1461.44,2011.89,28.22,0,979,67,-1238.64,410.03
PV-Anlage,26.02.2024 00:00:00,7.65,1345,0.21,6.68,0.76,1589.36,2170.17,42.54,51,821,44,-520.6,491.29
PV-Anlage,26.02.2024 01:00:00,17.26,1346,4.06,2.13,11.07,851.87,3104.67,90.4,68,210,83,-1449.4,195.41
PV-Anlage,26.02.2024 02:00:00,46.25,1347,10.37,27.0,8.88,873.45,2597.73,71.22,69,311,64,1105.92,398.83
PV-Anlage,26.02.2024 03:00:00,51.48,1348,6.42,13.62,31.44,1582.11,3336.37,11.16,52,860,71,-1595.83,473.84
PV-Anlage,26.02.2024 04:00:00,1.34,1349,0.71,0.15,0.48,312.11,1340.91,11.72,51,527,91,-1033.65,378.74
PV-Anlage,26.02.2024 05:00:00,32.34,1350,30.02,2.1,0.22,1611.77,3836.9,82.58,49,341,19,150.65,59.03
PV-Anlage,26.02.2024 06:00:00,64.77,1351,46.01,16.68,2.08,823.4,3500.6,79.87,81,299,92,-1093.89,144.65
PV-Anlage,26.02.2024 07:00:00,69.64,1352,9.65,57.67,2.32,1027.34,427.95,17.51,9,750,89,1080.3,480.15
PV-Anlage,26.02.2024 08:00:00,76.12,1353,0.48,52.52,23.12,576.27,3464.69,52.57,15,828,21,1629.53,438.24
PV-Anlage,26.02.2024 09:00:00,50.27,1354,16.23,34.04,0.0,553.97,690.16,41.32,6,586,57,46.89,282.73
PV-Anlage,26.02.2024 10:00:00,29.64,1355,9.51,7.07,13.06,154.78,2137.84,81.68,62,330,2,1737.86,380.35
PV-Anlage,26.02.2024 11:00:00,89.37,1356,1.0,16.18,72.19,1538.22,1709.4,93.64,35,936,84,-242.76,328.92
PV-Anlage,26.02.2024 12:00:00,19.62,1357,14.14,0.25,5.23,1140.99,458.86,74.05,98,761,86,-998.35,78.06
PV-Anlage,26.02.2024 13:00:00,12.63,1358,8.38,3.39,0.86,631.75,2482.8,47.12,71,933,40,63.04,475.84
PV-Anlage,26.02.2024 14:00:00,34.8,1359,5.65,10.19,18.96,373.57,3891.4,83.74,34,410,2,-209.31,220.63
PV-Anlage,26.02.2024 15:00:00,76.77,1360,41.14,20.68,14.95,148.01,636.97,25.68,20,151,63,-1005.79,193.52
PV-Anlage,26.02.2024 16:00:00,40.04,1361,34.37,3.93,1.74,507.27,705.77,20.43,81,338,48,444.19,250.05
PV-Anlage,26.02.2024 17:00:00,94.01,1362,47.47,35.37,11.17,1718.29,1658.72,13.71,66,574,29,1819.57,119.42
PV-Anlage,26.02.2024 18:00:00,1.89,1363,0.02,0.86,1.01,4.99,3955.77,96.76,90,72,12,-735.1,220.84
PV-Anlage,26.02.2024 19:00:00,88.78,1364,78.09,2.52,8.17,1448.62,1442.63,5.29,24,760,54,-55.36,155.11
PV-Anlage,26.02.2024 20:00:00,65.13,1365,24.33,29.01,11.79,1167.66,2771.72,80.74,78,249,2,520.74,273.62
PV-Anlage,26.02.2024 21:00:00,21.93,1366,12.43,9.34,0.16,677.28,2809.29,72.21,82,333,6,-1362.06,276.55
PV-Anlage,26.02.2024 22:00:00,33.7,1367,19.28,3.88,10.54,1286.74,2727.46,50.05,24,857,51,1391.31,492.26
PV-Anlage,26.02.2024 23:00:00,44.03,1368,1.79,24.07,18.17,1715.85,949.67,80.67,25,796,50,664.4,77.27
PV-Anlage,27.02.2024 00:00:00,26.29,1369,18.84,0.48,6.97,1625.66,1990.72,30.12,6,56,40,136.66,261.48
PV-Anlage,27.02.2024 01:00:00,7.84,1370,4.71,0.8,2.33,1591.69,501.21,12.44,75,446,62,1791.37,229.9
PV-Anlage,27.02.2024 02:00:00,8.08,1371,1.77,3.21,3.1,834.21,751.43,46.67,9,294,51,1219.44,320.16
PV-Anlage,27.02.2024 03:00:00,80.91,1372,25.07,4.31,51.53,752.75,2744.57,58.48,12,693,94,-1768.65,393.3
PV-Anlage,27.02.2024 04:00:00,32.85,1373,20.69,11.57,0.59,895.77,3694.86,55.33,92,425,17,-1501.95,59.25
PV-Anlage,27.02.2024 05:00:00,78.14,1374,40.85,29.09,8.2,219.58,1890.35,29.01,58,195,18,-1126.49,465.29
PV-Anlage,27.02.2024 06:00:00,77.55,1375,32.26,2.6,42.69,1753.57,3815.27,41.35,76,273,30,-1675.94,218.46
PV-Anlage,27.02.2024 07:00:00,7.71,1376,4.65,1.08,1.98,1665.28,1056.96,77.08,45,710,54,355.46,185.44
PV-Anlage,27.02.2024 08:00:00,75.1,1377,2.85,61.27,10.98,1106.97,519.51,78.89,73,566,52,1997.41,177.99
PV-Anlage,27.02.2024 09:00:00,16.4,1378,2.99,4.05,9.36,1848.15,3618.28,25.14,87,160,44,929.5,296.18
PV-Anlage,27.02.2024 10:00:00,26.46,1379,25.35,0.92,0.19,209.06,2224.71,90.29,34,35,86,1698.57,341.44
PV-Anlage,27.02.2024 11:00:00,47.56,1380,9.18,38.32,0.06,271.96,1196.13,96.91,76,51,19,1747.69,280.94
PV-Anlage,27.02.2024 12:00:00,80.2,1381,69.24,4.76,6.2,1167.9,606.42,10.45,80,83,85,-391.07,108.38
PV-Anlage,27.02.2024 13:00:00,57.69,1382,3.13,10.22,44.34,1315.96,518.07,28.76,33,381,6,538.01,441.15
PV-Anlage,27.02.2024 14:00:00,67.95,1383,58.1,3.1,6.75,1785.94,2668.46,7.37,91,314,87,1182.41,482.98
PV-Anlage,27.02.2024 15:00:00,26.51,1384,19.12,1.21,6.18,1654.64,744.04,85.17,5,944,90,-1420.5,148.33
PV-Anlage,27.02.2024 16:00:00,46.79,1385,16.22,27.46,3.11,79.63,174.33,81.41,52,844,12,-1193.8,340.51
PV-Anlage,27.02.2024 17:00:00,91.81,1386,28.32,43.72,19.77,258.62,2762.16,16.87,50,609,99,-578.38,483.61
PV-Anlage,27.02.2024 18:00:00,86.91,1387,41.52,32.91,12.48,1418.31,2012.4,42.8,94,604,51,1538.76,239.13
PV-Anlage,27.02.2024 19:00:00,96.98,1388,89.98,1.94,5.06,902.14,1718.47,10.94,49,560,34,-391.49,383.7
PV-Anlage,27.02.2024 20:00:00,94.42,1389,84.41,9.4,0.61,1817.63,3440.85,47.14,45,58,7,-825.21,441.33
PV-Anlage,27.02.2024 21:00:00,56.52,1390,16.78,21.3,18.44,1701.65,1169.52,91.77,2,988,44,-931.13,134.15
PV-Anlage,27.02.2024 22:00:00,74.21,1391,3.86,33.6,36.75,429.25,1908.57,64.03,65,270,48,837.41,471.65
PV-Anlage,27.02.2024 23:00:00,43.74,1392,12.44,20.33,10.97,1600.24,2051.84,98.59,55,209,45,218.47,217.95
PV-Anlage,28.02.2024 00:00:00,37.67,1393,22.98,7.44,7.25,1044.91,3873.96,27.42,75,837,1,1525.83,295.04
PV-Anlage,28.02.2024 01:00:00,30.58,1394,0.02,0.11,30.45,704.27,2168.39,77.03,100,492,19,523.92,421.65
PV-Anlage,28.02.2024 02:00:00,10.43,1395,3.99,4.25,2.19,1970.36,592.94,87.34,11,29,50,-483.73,166.12
PV-Anlage,28.02.2024 03:00:00,58.98,1396,16.23,13.48,29.27,1934.87,3879.9,71.86,83,71,41,-1615.84,395.72
PV-Anlage,28.02.2024 04:00:00,84.86,1397,27.46,15.15,42.25,236.85,1521.83,23.35,39,750,53,1993.06,140.03
PV-Anlage,28.02.2024 05:00:00,7.85,1398,4.46,2.68,0.71,280.0,3187.12,97.17,40,442,56,585.5,140.73
PV-Anlage,28.02.2024 06:00:00,25.06,1399,0.95,20.9,3.21,1459.92,3497.37,25.87,71,942,37,-871.73,256.25
PV-Anlage,28.02.2024 07:00:00,9.6,1400,0.26,1.55,7.79,1104.85,3816.86,59.83,75,884,22,95.15,302.55
PV-Anlage,28.02.2024 08:00:00,38.81,1401,0.86,11.4,26.55,398.13,312.73,10.37,73,135,41,1152.15,426.3
PV-Anlage,28.02.2024 09:00:00,41.45,1402,3.05,4.33,34.07,1173.08,1126.85,81.96,69,334,24,-225.66,107.09
PV-Anlage,28.02.2024 10:00:00,69.52,1403,44.6,0.22,24.7,260.02,1796.37,84.81,78,639,75,318.02,181.42
PV-Anlage,28.02.2024 11:00:00,46.5,1404,43.66,2.22,0.62,470.53,639.9,18.9,64,978,59,-1568.01,280.94
PV-Anlage,28.02.2024 12:00:00,73.58,1405,51.26,21.65,0.67,624.76,3584.97,10.93,10,629,97,923.4,99.08
PV-Anlage,28.02.2024 13:00:00,82.32,1406,14.13,42.36,25.83,260.67,1295.38,0.25,65,430,11,-1232.75,352.47
PV-Anlage,28.02.2024 14:00:00,24.04,1407,2.9,4.88,16.26,1654.35,2237.39,5.89,36,880,58,1964.16,272.98
PV-Anlage,28.02.2024 15:00:00,4.98,1408,4.62,0.08,0.28,1721.05,3507.95,72.87,83,121,5,-1846.01,378.17
PV-Anlage,28.02.2024 16:00:00,41.97,1409,29.99,10.34,1.64,1232.93,1590.15,35.35,80,90,75,484.09,438.49
PV-Anlage,28.02.2024 17:00:00,96.58,1410,80.4,10.63,5.55,1816.28,2948.94,98.22,58,249,46,1323.62,333.01
PV-Anlage,28.02.2024 18:00:00,24.09,1411,5.67,5.5,12.92,618.11,2128.28,63.82,94,944,88,-1753.82,307.79
PV-Anlage,28.02.2024 19:00:00,94.39,1412,33.32,58.6,2.47,1030.18,1421.47,93.94,85,154,56,-286.58,114.77
PV-Anlage,28.02.2024 20:00:00,14.97,1413,4.28,6.24,4.45,1601.52,1109.41,92.5,95,107,42,1956.62,382.34
PV-Anlage,28.02.2024 21:00:00,22.96,1414,22.92,0.0,0.04,340.09,43.8,77.49,70,790,95,1735.52,142.37
PV-Anlage,28.02.2024 22:00:00,76.68,1415,34.43,28.68,13.57,912.91,3036.05,21.32,73,932,28,-537.97,348.37
PV-Anlage,28.02.2024 23:00:00,89.39,1416,64.6,17.28,7.51,69.68,425.03,32.59,9,431,74,1171.0,127.74
PV-Anlage,29.02.2024 00:00:00,48.93,1417,16.63,9.64,22.66,1081.94,2387.02,59.84,6,91,36,735.16,299.86
PV-Anlage,29.02.2024 01:00:00,60.35,1418,17.54,33.52,9.29,1019.87,10.72,73.63,85,367,86,142.86,204.67
PV-Anlage,29.02.2024 02:00:00,94.99,1419,59.29,16.17,19.53,1434.64,3433.4,8.28,98,459,22,-556.51,81.95
PV-Anlage,29.02.2024 03:00:00,97.53,1420,92.14,4.47,0.92,171.7,2240.93,71.63,68,400,11,383.42,385.42
PV-Anlage,29.02.2024 04:00:00,94.25,1421,46.16,20.43,27.66,257.19,1673.06,99.84,7,309,21,1644.01,132.0
PV-Anlage,29.02.2024 05:00:00,25.12,1422,0.53,18.39,6.2,1148.36,1802.14,62.12,81,754,68,1193.5,222.07
PV-Anlage,29.02.2024 06:00:00,31.28,1423,27.12,0.55,3.61,1081.31,3436.44,90.29,88,9,13,1933.15,140.64
PV-Anlage,29.02.2024 07:00:00,32.71,1424,12.61,0.21,19.89,1458.45,165.81,36.09,77,579,91,-1817.41,345.67
PV-Anlage,29.02.2024 08:00:00,14.2,1425,10.73,0.3,3.17,32.58,3515.17,5.38,77,682,46,1247.91,426.74
PV-Anlage,29.02.2024 09:00:00,57.51,1426,44.29,11.21,2.01,1857.11,2725.55,28.56,10,452,88,-336.81,230.01
PV-Anlage,29.02.2024 10:00:00,20.49,1427,8.87,8.95,2.67,1997.1,1846.3,12.25,14,992,95,634.78,244.34
PV-Anlage,29.02.2024 11:00:00,49.83,1428,11.38,1.88,36.57,1175.37,86.06,14.74,17,710,42,373.8,318.96
PV-Anlage,29.02.2024 12:00:00,40.02,1429,36.43,0.87,2.72,1146.28,3504.65,94.01,53,419,4,-1472.14,51.54
PV-Anlage,29.02.2024 13:00:00,88.58,1430,60.97,8.6,19.01,1852.47,3829.09,79.89,20,945,60,-701.7,426.2
PV-Anlage,29.02.2024 14:00:00,20.43,1431,7.51,11.55,1.37,537.85,3606.17,15.94,70,866,66,-569.2,284.82
PV-Anlage,29.02.2024 15:00:00,27.31,1432,18.45,8.52,0.34,1261.66,1919.07,30.33,82,155,61,1213.78,314.16
PV-Anlage,29.02.2024 16:00:00,66.51,1433,21.2,29.89,15.42,1137.63,1359.12,15.6,95,481,52,-772.87,254.7
PV-Anlage,29.02.2024 17:00:00,56.7,1434,38.18,2.8,15.72,1726.51,296.04,90.19,5,701,75,228.4,496.62
PV-Anlage,29.02.2024 18:00:00,70.31,1435,67.07,0.1,3.14,1603.04,258.77,72.39,98,602,81,-1372.99,217.93
PV-Anlage,29.02.2024 19:00:00,11.75,1436,2.33,8.99,0.43,1784.86,3612.01,20.79,27,107,93,1676.02,224.79
PV-Anlage,29.02.2024 20:00:00,10.27,1437,5.6,0.78,3.89,89.39,1311.76,51.34,99,230,82,-317.65,286.73
PV-Anlage,29.02.2024 21:00:00,28.2,1438,26.1,0.61,1.49,344.56,1022.12,60.35,100,420,50,1653.84,444.88
PV-Anlage,29.02.2024 22:00:00,66.75,1439,48.03,1.23,17.49,1021.56,613.84,22.36,72,718,17,194.07,175.84
PV-Anlage,29.02.2024 23:00:00,91.67,1440,30.67,46.06,14.94,651.29,1325.78,89.23,34,754,84,-643.04,437.16
PV-Anlage,01.03.2024 00:00:00,71.69,1441,4.42,23.63,43.64,696.91,2616.09,4.27,17,662,7,-468.7,454.57
PV-Anlage,01.03.2024 01:00:00,83.63,1442,25.7,42.14,15.79,1393.61,2977.07,48.27,59,389,55,-448.07,206.95
PV-Anlage,01.03.2024 02:00:00,82.6,1443,72.36,8.16,2.08,141.79,1243.82,36.79,3,54,65,-290.56,495.52
PV-Anlage,01.03.2024 03:00:00,43.29,1444,28.23,6.82,8.24,1141.91,1794.44,18.73,33,533,54,-1020.18,402.8
PV-Anlage,01.03.2024 04:00:00,79.94,1445,15.91,60.67,3.36,1803.37,351.18,50.15,22,137,98,-1185.93,89.42
PV-Anlage,01.03.2024 05:00:00,2.8,1446,1.76,0.07,0.97,325.13,3577.94,27.08,60,175,5,1938.0,210.03
PV-Anlage,01.03.2024 06:00:00,52.03,1447,19.71,31.06,1.26,1366.56,2833.57,14.2,87,811,92,1139.06,92.32
PV-Anlage,01.03.2024 07:00:00,82.63,1448,79.56,0.18,2.89,1492.33,326.04,12.72,40,97,37,-684.08,453.07
PV-Anlage,01.03.2024 08:00:00,39.42,1449,5.78,16.54,17.1,1427.05,307.69,87.81,10,664,89,637.98,164.4
PV-Anlage,01.03.2024 09:00:00,67.3,1450,15.35,28.15,23.8,865.85,3212.72,63.65,24,765,14,1910.91,307.86
PV-Anlage,01.03.2024 10:00:00,86.77,1451,13.66,9.55,63.56,171.78,129.63,6.39,50,916,31,1323.0,476.42
PV-Anlage,01.03.2024 11:00:00,69.68,1452,17.97,44.74,6.97,1346.84,2085.81,41.67,45,53,72,4.22,374.4
PV-Anlage,01.03.2024 12:00:00,43.4,1453,8.52,19.78,15.1,1122.21,844.55,93.96,69,320,57,-263.66,231.27
PV-Anlage,01.03.2024 13:00:00,19.32,1454,8.75,8.4,2.17,301.26,1434.29,83.42,55,506,18,-664.86,108.89
PV-Anlage,01.03.2024 14:00:00,87.97,1455,82.64,5.25,0.08,1681.36,1578.16,12.63,34,18,38,-627.92,141.07
PV-Anlage,01.03.2024 15:00:00,78.66,1456,33.79,14.34,30.53,1933.99,1104.93,30.16,12,661,66,1573.73,250.13
PV-Anlage,01.03.2024 16:00:00,81.73,1457,34.94,46.21,0.58,1811.87,30.73,82.35,89,594,25,-740.49,257.45
PV-Anlage,01.03.2024 17:00:00,18.58,1458,13.4,0.22,4.96,1583.88,2070.75,0.93,41,434,77,601.38,138.11
PV-Anlage,01.03.2024 18:00:00,10.71,1459,4.49,5.81,0.41,1006.09,1502.62,60.58,68,75,63,-237.93,169.38
PV-Anlage,01.03.2024 19:00:00,20.48,1460,19.29,0.26,0.93,27.61,2165.49,40.83,8,187,48,1826.02,329.33
PV-Anlage,01.03.2024 20:00:00,37.93,1461,35.57,1.94,0.42,40.84,701.24,38.06,35,547,33,-100.85,251.7
PV-Anlage,01.03.2024 21:00:00,17.21,1462,3.57,1.18,12.46,221.57,3274.51,59.82,77,481,92,73.04,293.32
PV-Anlage,01.03.2024 22:00:00,10.58,1463,6.45,1.27,2.86,1186.27,1560.39,41.15,7,73,43,598.57,379.09
PV-Anlage,01.03.2024 23:00:00,83.46,1464,60.73,7.43,15.3,705.51,227.56,44.94,36,391,40,-1905.18,399.07
PV-Anlage,02.03.2024 00:00:00,91.99,1465,8.18,69.6,14.21,1444.85,2209.27,55.54,78,747,96,21.4,96.66
PV-Anlage,02.03.2024 01:00:00,93.99,1466,62.22,5.39,26.38,9.78,3869.27,40.52,95,989,88,-220.87,253.56
PV-Anlage,02.03.2024 02:00:00,68.09,1467,67.8,0.29,0.0,1356.38,3013.05,12.43,11,483,52,-711.74,288.42
PV-Anlage,02.03.2024 03:00:00,98.55,1468,27.13,67.39,4.03,707.14,3193.37,40.71,100,760,64,-1374.03,55.71
PV-Anlage,02.03.2024 04:00:00,68.65,1469,35.32,15.99,17.34,89.36,583.94,88.39,39,594,27,667.77,158.5
PV-Anlage,02.03.2024 05:00:00,12.16,1470,10.82,0.37,0.97,956.5,3136.64,86.66,4,915,79,1705.08,309.11
PV-Anlage,02.03.2024 06:00:00,43.87,1471,37.36,3.1,3.41,1698.92,3369.98,14.11,42,128,69,780.45,356.37
PV-Anlage,02.03.2024 07:00:00,40.22,1472,1.44,11.95,26.83,1128.24,3379.51,93.75,100,354,76,1018.92,388.79
PV-Anlage,02.03.2024 08:00:00,97.46,1473,95.46,1.21,0.79,1435.39,3203.13,78.38,36,301,75,737.81,72.16
PV-Anlage,02.03.2024 09:00:00,5.02,1474,1.84,0.43,2.75,446.66,864.3,4.15,27,998,88,-1985.63,265.36
PV-Anlage,02.03.2024 10:00:00,50.91,1475,27.75,9.52,13.64,150.87,248.74,52.55,16,352,96,1525.34,182.22
PV-Anlage,02.03.2024 11:00:00,9.04,1476,1.57,0.73,6.74,1031.64,2296.8,60.74,39,593,61,-844.32,429.13
PV-Anlage,02.03.2024 12:00:00,82.26,1477,6.4,44.04,31.82,1147.38,3711.6,53.13,43,898,37,1663.13,133.99
PV-Anlage,02.03.2024 13:00:00,11.26,1478,3.02,4.26,3.98,1555.15,2749.16,19.19,28,665,97,1038.17,355.78
PV-Anlage,02.03.2024 14:00:00,90.08,1479,9.48,47.75,32.85,1525.23,730.47,18.71,84,775,74,-1882.09,436.63
PV-Anlage,02.03.2024 15:00:00,98.16,1480,51.03,7.79,39.34,1425.45,3147.68,43.88,38,318,80,598.09,251.55
PV-Anlage,02.03.2024 16:00:00,44.49,1481,13.6,2.25,28.64,854.44,1768.26,58.6,53,653,88,772.97,159.24
PV-Anlage,02.03.2024 17:00:00,80.87,1482,17.21,34.26,29.4,1611.91,2091.03,70.4,91,610,50,-438.55,315.48
PV-Anlage,02.03.2024 18:00:00,88.78,1483,9.86,54.07,24.85,1003.01,880.17,53.8,27,382,56,-987.43,218.04
PV-Anlage,02.03.2024 19:00:00,69.56,1484,64.82,1.43,3.31,964.63,1332.5,40.61,34,318,9,450.92,348.21
PV-Anlage,02.03.2024 20:00:00,28.15,1485,12.41,13.44,2.3,1689.31,3656.22,28.3,47,280,90,1804.17,444.31
PV-Anlage,02.03.2024 21:00:00,38.19,1486,20.37,15.48,2.34,188.85,2523.49,58.92,83,132,69,-1410.58,340.5
PV-Anlage,02.03.2024 22:00:00,19.83,1487,9.93,2.36,7.54,210.96,3077.45,14.35,75,522,77,1185.01,89.99
PV-Anlage,02.03.2024 23:00:00,86.36,1488,23.58,19.86,42.92,119.28,3214.0,97.72,34,0,60,-423.51,239.94
PV-Anlage,03.03.2024 00:00:00,65.24,1489,59.54,4.18,1.52,285.08,1081.38,7.82,55,307,11,-112.7,478.78
